name,displayName,sourceJsonPath,description,longDescription,categories,relatedBlocks,includeInWebDocumentation,part_1_name,part_1_description,part_1_type,part_2_name,part_2_description,part_2_type,part_3_name,part_3_description,part_3_type,part_4_name,part_4_description,part_4_type,part_5_name,part_5_description,part_5_type,part_6_name,part_6_description,part_6_type,part_7_name,part_7_description,part_7_type,part_8_name,part_8_description,part_8_type,part_9_name,part_9_description,part_9_type,part_10_name,part_10_description,part_10_type,part_11_name,part_11_description,part_11_type,part_12_name,part_12_description,part_12_type,part_13_name,part_13_description,part_13_type,part_14_name,part_14_description,part_14_type,part_15_name,part_15_description,part_15_type,part_16_name,part_16_description,part_16_type,part_17_name,part_17_description,part_17_type,part_18_name,part_18_description,part_18_type,part_19_name,part_19_description,part_19_type,part_20_name,part_20_description,part_20_type,part_21_name,part_21_description,part_21_type,part_22_name,part_22_description,part_22_type,part_23_name,part_23_description,part_23_type,part_24_name,part_24_description,part_24_type,part_25_name,part_25_description,part_25_type
patchxr_logo,Patchxr Logo,../NewPatch/Assets/Blocks\patchxr_logo\patchxr_logo.json,,,"[""Props""]",[],False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pencil,Pencil,../NewPatch/Assets/Blocks\pencil\pencil.json,"Allow you to draw in space, using a color, width of the line and lifetime. Use joystick up/down to change thickness, left/right to change color from palette.",,"[""Visuals/Design""]",[],True,Drawing,,,Manual Draw,Tigger line drawing manually with jolt input.,,Thickness,Thickness of the line.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
peppermill,Peppermill,../NewPatch/Assets/Blocks\peppermill\peppermill.json,,,"[""Interfaces/Physical""]",[],True,ValveRoot,,,ValveEventReciver,,,valveHandle,,,Grab sphere VR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pink_noise,Pink Noise,../NewPatch/Assets/Blocks\pink_noise\pink_noise.json,"Pink noise generator, outputting a signal with 1/f^a energy across the frequency spectrum.",,"[""Experimental""]","[""noise""]",True,glass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piston,Piston,../NewPatch/Assets/Blocks\piston\piston.json,"Used to attach two blocks together and let you set the distance between the two (to make suspension, piston, spring etc)
- Place this joint inside a physical group.
- Connect the selector to a different group (or block).
Both group will be subject to the constraint.
Activate the different features from the Inspector.",,"[""Motion/Physics""]",[],False,Connected Block,"Connected block will become automatically physical if no ""Make Physical"" block is used. Can connect to only one block or group.",,Piston Size,Only affects visuals.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitchshifter,Pitch Shifter,../NewPatch/Assets/Blocks\pitchshifter\pitchshifter.json,Transpose sound in real time.,,"[""Audio/Processors""]",[],True,s_IN_0,,,s_IN_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
planet,Planet,../NewPatch/Assets/Blocks\planet\planet.json,,,"[""Props""]",[],False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plant_01,Plant 01,../NewPatch/Assets/Blocks\plant_01\plant_01.json,,,"[""Plants""]",[],False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plant_02,Plant 02,../NewPatch/Assets/Blocks\plant_02\plant_02.json,,,"[""Plants""]",[],False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plant_03,Plant 03,../NewPatch/Assets/Blocks\plant_03\plant_03.json,,,"[""Plants""]",[],False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plant_04,Plant 04,../NewPatch/Assets/Blocks\plant_04\plant_04.json,,,"[""Plants""]",[],False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plant_05,Plant 05,../NewPatch/Assets/Blocks\plant_05\plant_05.json,,,"[""Plants""]",[],False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plant_06,Plant 06,../NewPatch/Assets/Blocks\plant_06\plant_06.json,,,"[""Plants""]",[],False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plate,Plate,../NewPatch/Assets/Blocks\plate\plate.json,"plate filter : input, freq, hammerX, hammerY, freqDedLoss, freqInDepLoss",,"[""Experimental""]",[],True,s_IN_0,,,s_IN_1,,,s_IN_2,,,s_IN_3,,,s_IN_4,,,s_IN_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
player_limits,Player Limits,../NewPatch/Assets/Blocks\player_limits\player_limits.json,,,"[""Player""]",[],False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
play_button,Button Play,../NewPatch/Assets/Blocks\play_button\play_button.json,"Push the button to change the play/pause state, emitting 0 when switching to pause and 1 when switching to play.",Useful for musical playback control UI.,"[""Interfaces/Physical""]",[],True,State Out,Emits 0 or 1 depending on the play state.,,Set State,Sets the state of the button with 0 (paused) and 1 (playing).,,Highlight,Controls the brightness of the button graphics from -1 (black) to 4 (white).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot,Plot,../NewPatch/Assets/Blocks\plot\plot.json,,,"[""For removal""]",[],True,s_IN,,,esReciver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pluck,Pluck,../NewPatch/Assets/Blocks\pluck\pluck.json,,,"[""Experimental""]",[],True,s_IN_0,,,s_IN_1,,,s_IN_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
position,Meter,../NewPatch/Assets/Blocks\position\position.json,"Outputs the position of itself (or group it's inside). Works either relative to the world origin or act as an odometer, tracking how the block moves.",,"[""Motion/Transform""]",[],False,output_x,,,output_y,,,output_z,,,reset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
power,Power,../NewPatch/Assets/Blocks\power\power.json,Calculates stream value A to the power of stream value B,,"[""For Hiding""]","[""log"", ""power_jolt""]",True,A,Base value A,stream input,B,Exponent value B,stream input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
powerblock,Powerblock,../NewPatch/Assets/Blocks\powerblock\powerblock.json,,,"[""For removal""]",[],False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
powerblock_walls,Powerblock Walls,../NewPatch/Assets/Blocks\powerblock_walls\powerblock_walls.json,,,"[""For removal""]",[],False,resizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
power_jolt,Power Jolt,../NewPatch/Assets/Blocks\power_jolt\power_jolt.json,Calculates jolt input to the power of stream input.,,"[""For Hiding""]","[""logarithm_jolt"", ""power""]",True,Exponent,Sets the exponent value (without triggering the output).,stream input,Calculate,"Receives value which will be raised to the power of stream input, triggers the calculation.",jolt input,toggle,Toggle,,Result,Emits calculated value as jolt.,jolt output,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
preset_manager,Preset Manager,../NewPatch/Assets/Blocks\preset_manager\preset_manager.json,Will save the state of every connected blocks. It can be triggered to switch between different presets.,,"[""System""]",[],False,Restore Values,Should it restore the state and values of elements when a preset is triggered ?,,Restore Position,Should it restore the position of elements when a preset is triggered ?,,Restore Connections,Should it restore the connections of elements when a preset is triggered ?,,Restore Visibility,Should it restore the visibility of elements when a preset is triggered ?,,Transition time,How long (in seconds) to reach the preset position when preset is triggered.,,Transition time,How long (in seconds) to reach the preset position when preset is triggered.,,Add/Remove preset,"Click, or drag me down to make new presets.",,Add blocks,Drag me to other blocks to add them to the preset.,,Preset Select,"Combined with the other jolt input, you can select a preset before sending an operation instruction (like activating the selected preset).",,Preset Operation,"Trigger operation on the selected preset (Preset Select input)
  0: Apply the preset to the subjects
  1: Write the preset (saved subject's states in the preset)
  2: Deleted the preset.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
preset_manager_line,,../NewPatch/Assets/Blocks\preset_manager_line\preset_manager_line.json,,,[],[],False,Remove the preset,,,text_IN,,,Triger preset,Apply preset to the subjects.,,Triger preset,Apply preset to the subjects.,,Save state,Save the state of blocks to preset.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
previous,Previous,../NewPatch/Assets/Blocks\previous\previous.json,Delays the incoming stream by a single sample.,,"[""For Hiding""]",[],True,Input,The stream to delay by a single sample.,stream input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
procedural_line,Procedural Line,../NewPatch/Assets/Blocks\procedural_line\procedural_line.json,"Let you draw custom a line's curvature/thickness/color given the line 0-1 progress. If used to display audio signal, use Stream Capture block to position inputs.",,"[""Visuals/Design""]",[],False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
progression,Progression,../NewPatch/Assets/Blocks\progression\progression.json,,,"[""For removal""]",[],False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
progressionbar,Progressionbar,../NewPatch/Assets/Blocks\progressionbar\progressionbar.json,,,"[""Interfaces/Indicators""]",[],False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prop_bathtub,Prop Bathtub,../NewPatch/Assets/Blocks\prop_bathtub\prop_bathtub.json,,,"[""Props""]",[],False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prop_firstmask,Prop Firstmask,../NewPatch/Assets/Blocks\prop_firstmask\prop_firstmask.json,,,"[""Props""]",[],True,VR Grab Handle Named,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prop_groundshadow,Prop Groundshadow,../NewPatch/Assets/Blocks\prop_groundshadow\prop_groundshadow.json,,,"[""For removal""]",[],False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prop_highplatform,Prop Highplatform,../NewPatch/Assets/Blocks\prop_highplatform\prop_highplatform.json,,,"[""Stages""]",[],True,VR Grab Handle Named,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prop_neuron,Prop Neuron,../NewPatch/Assets/Blocks\prop_neuron\prop_neuron.json,,,"[""Props""]",[],True,VR Grab Handle Named,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prop_neurons,Prop Neurons,../NewPatch/Assets/Blocks\prop_neurons\prop_neurons.json,,,"[""For removal""]",[],True,VR Grab Handle Named,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prop_particles,Prop Particles,../NewPatch/Assets/Blocks\prop_particles\prop_particles.json,,,"[""Visuals/Lights""]",[],True,VR Grab Handle Named,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prop_platform,Prop Platform,../NewPatch/Assets/Blocks\prop_platform\prop_platform.json,,,"[""Stages""]",[],True,VR Grab Handle Named,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prop_swimmingpool,Prop Swimmingpool,../NewPatch/Assets/Blocks\prop_swimmingpool\prop_swimmingpool.json,,,"[""Stages""]",[],True,VR Grab Handle Named,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prop_underwaterparticles,Prop Underwaterparticles,../NewPatch/Assets/Blocks\prop_underwaterparticles\prop_underwaterparticles.json,,,"[""Props""]",[],True,VR Grab Handle Named,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prop_wireframe,Prop Wireframe,../NewPatch/Assets/Blocks\prop_wireframe\prop_wireframe.json,,,"[""Props""]",[],True,VR Grab Handle Named,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pull_blob,Pull Blob,../NewPatch/Assets/Blocks\pull_blob\pull_blob.json,,,"[""Interfaces/Gestural""]",[],False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pulse,Pulse,../NewPatch/Assets/Blocks\pulse\pulse.json,Outputs a pulse with a duration set by the duration input. A pulse is a stream with a value of one for a specified period and zero elsewhere.,,"[""Experimental""]",[],True,Duration,The duration of the pulse. The default value 0.00003 corresponds to one sample.,stream input,Trigger,Triggers the pulse.,interactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pumpkin,Pumpkin,../NewPatch/Assets/Blocks\pumpkin\pumpkin.json,,,"[""Props""]",[],False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pumpkinxr,Pumpkinxr,../NewPatch/Assets/Blocks\pumpkinxr\pumpkinxr.json,,,"[""Props""]",[],False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
purchase,Purchase,../NewPatch/Assets/Blocks\purchase\purchase.json,Allows to other users to send coins for you as tips or as pay for the content.,,"[""System""]",[],True,On purchasing,Signals when the purchasing is in process.,jolt output,On purchasing is finished,"Signals when the purchasing process is ended. -1 means cancelled purchase, while value 1 means successful operation.",jolt output,Set cost,Sets the price in coins.,jolt input,Make purchase,Starts the transaction.,jolt input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rail,Rail,../NewPatch/Assets/Blocks\rail\rail.json,Attach other blocks to it use click and drag. Then changing its input value will translate them.,,"[""Motion/Transform""]",[],True,length,,,position,,,octobody (1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random,Random,../NewPatch/Assets/Blocks\random\random.json,Outputs a random decimal number between 0 and <b>Max</b>.,,"[""Logic/Conditional""]","[""noise"", ""pink_noise"", ""bernoulli""]",True,Button,Triggers the output to emit a new random value.,interactive,Max random value,Sets random max value.,interactive,Calculate,Send a jolt value to this input to trigger this block to emit a new random value. The value of the jolt will determine the maximum value of the random number.,jolt input,Output,Emits random value.,jolt output,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rangedfor,Rangedfor,../NewPatch/Assets/Blocks\rangedfor\rangedfor.json,"Instantly sends N events, from zero to N-1, when triggered.",,"[""Logic/Sequencing""]","[""nth""]",True,Set,Triggers the process of sending jolts from 0 to N-1 (where N is set by the received jolt value).,jolt input,Output,Emits jolts from zero to N-1.,jolt output,Knob,"Sets N, the number of jolt to output when triggered.",interactive,Button,Triggers the process of sending jolts from 0 to N-1 (where N is set by the knob).,interactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
readout,Number Readout,../NewPatch/Assets/Blocks\readout\readout.json,"Displays numbers sent into the Stream/Jolt input. 
Used for building interfaces, debugging and learning.",,"[""Interfaces/Indicators"", ""Connectors""]",[],True,Display,Shows the number set via the stream input,visual,Input,Send a stream or jolt to display it's value.,stream input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ready_player_me,RPM Avatar Builder,../NewPatch/Assets/Blocks\ready_player_me\ready_player_me.json,Panel to load a Ready Player Me avatar as your character.,,"[""Player""]",[],False,Ready Player Me panel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
repeat_block,Repeat Block,../NewPatch/Assets/Blocks\repeat_block\repeat_block.json,Repeat the selected block's visual multiple times with an offset.,"Accumulates a given rotation/offset/resizing to each copies using ""From"" and ""To"" gizmo. Repeat block can also repeat another repeat block by selecting the ""From"" gizmo. Resize the ""To"" gizmo to resize copies.","[""Visuals/Design""]",[],False,To gizmo,,,Move control panel,,,Number of copies,,,Mirror X,,,Mirror X,,,Mirror Y,,,Mirror Y,,,Mirror Z,,,Mirror Z,,,Offset Factor,Changes the distance between copies.,,Chain Stiffness,0 to 1 value. Makes the tip of the chain more delayed or stiff.,,Select block to copy,Click and drag to another block.,,From gizmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
repetition_laser,Repetition Laser,../NewPatch/Assets/Blocks\repetition_laser\repetition_laser.json,,,"[""For Hiding""]",[],False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
replay,Replay,../NewPatch/Assets/Blocks\replay\replay.json,,,"[""For Hiding""]",[],False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reset_button,Button Reset,../NewPatch/Assets/Blocks\reset_button\reset_button.json,Push the button to emit a value of 1 out of the Jolt output.,Useful for musical playback control UI.,"[""Interfaces/Physical""]",[],True,Jolt Out,Emits 1 when button is pushed.,,Trigger,Triggers the push of the button and emits 1 from the Jolt output.,,Highlight,Controls the brightness of the button graphics from -1 (black) to 4 (white).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reverb,Reverb,../NewPatch/Assets/Blocks\reverb\reverb.json,Adds spaciousness and depth to your sound with two distinct reverb types: a clean digital hall and a vintage spring tank,,"[""Audio/Processors""]","[""reverb_tank"", ""delay""]",True,input,The stream to apply reverb to.,stream input,Decay time,Controls how long it takes for the sound to die out (in seconds),stream input,Absorption,Controls the decay time of the reverbs high frequencies. (0-1),stream input,Mix,Controls the balance between the original dry signal and the wet reverb effect,stream input,Knob,,,Type Dial,Switches between two reverb algorithms: FDN (clean digital) and Tank (vintage spring),,Output,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reverb_tank,Reverb Tank,../NewPatch/Assets/Blocks\reverb_tank\reverb_tank.json,Applies reverb to the incoming signal.,,"[""For Hiding""]","[""reverb"", ""delay""]",True,Signal input,The stream to apply reverb to.,stream input,decay_time,Controls how long it takes for the sound to die out (in seconds).,stream input,Absorption,Controls the decay time of the reverbs high frequencies. (0-1),stream input,Mix,Controls the dry/wet mix of the output.,stream input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reverse_route_stream,Funnle Stream,../NewPatch/Assets/Blocks\reverse_route_stream\reverse_route_stream.json,,,"[""Logic/Conditional""]",[],False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rhythm,Tempo,../NewPatch/Assets/Blocks\rhythm\rhythm.json,"Outputs events at musical intervals. The master ""Beat Time"" is used as the default clock, unless something is attached to the clock stream input. Also outputs a normalized stream value indicating how far along we are in the period.",,"[""Logic/Sequencing"", ""Audio/Midi""]",[],True,offset,How many beats the output event is offset in time compared to the input clock.,knob,period,How many subdivisions there are pr. period. E.g. a value of 3 will cause an event to fire every third subdivision.,knob,subdivision,How many times to divide the beat when counting a period. E.g. a value of 2 will count two times every beat.,knob,clock,"Usually an increasing counter, counting the beats that determine when the period_begin should fire.",stream input,period_begin,Emits an event whenever a new period starts.,event output,Sphere,,,Global Tempo,Changes the global tempo.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rms,Rms,../NewPatch/Assets/Blocks\rms\rms.json,Calculates the root mean square of the incoming signal over a period of time. For example can be used to make an envelope follower.,,"[""Experimental""]",[],True,Signal input,Signal for which the root mean square will be calculated.,stream input,Window size,Size of the analysis window (in seconds).,stream input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
robopus,Robopus,../NewPatch/Assets/Blocks\robopus\robopus.json,,,"[""For removal""]",[],False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rock_01,Rock 01,../NewPatch/Assets/Blocks\rock_01\rock_01.json,,,"[""Props""]",[],False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rock_02,Rock 02,../NewPatch/Assets/Blocks\rock_02\rock_02.json,,,"[""Props""]",[],False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
roomslist,Rooms List,../NewPatch/Assets/Blocks\roomslist\roomslist.json,,,"[""Player""]",[],False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rotor,Rotor,../NewPatch/Assets/Blocks\rotor\rotor.json,Attach other blocks to it use click and drag. Then changing its input value will rotate them.,,"[""Motion/Transform""]",[],True,rotation,,,grabber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
round,Round,../NewPatch/Assets/Blocks\round\round.json,Rounds incoming number with decimal value to the nearest whole number.,,"[""For Hiding""]","[""floor"", ""modulo""]",True,s_IN_0," a",,Input,The number that will be rounded to the nearest whole number.,stream input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
route,Route,../NewPatch/Assets/Blocks\route\route.json,,,"[""Logic/Conditional""]",[],False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
route_reverse,Funnle Jolt,../NewPatch/Assets/Blocks\route_reverse\route_reverse.json,,,"[""Logic/Conditional""]",[],False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rton,Rton,../NewPatch/Assets/Blocks\rton\rton.json,Maps our input from {a to b} to {-1 to 1},,"[""For Hiding""]",[],True,s_IN_0_value,,,s_IN_1_min,,,s_IN_1_max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rtou,Rtou,../NewPatch/Assets/Blocks\rtou\rtou.json,Maps an input from range {A to B} to unit range {0 to 1},,"[""For Hiding""]","[""utor"", ""map"", ""clamp""]",True,Input,Value to be mapped.,stream input,A,Input range lower value.,stream input,B,Input range upper value.,stream input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ruler,Ruler,../NewPatch/Assets/Blocks\ruler\ruler.json,2D Grid to help align blocks you spawn.,Inspect it for more options.,"[""Visuals/Design""]",[],False,Grab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
